candidate_id,group_id,silver_label,domain,claim_text,evidence_text,realism_risk_flag,risk_types,realism_risk_score_0_to_5,realism_score_suggested_1_to_5,reason,recommended_action
SBV2-ALL92-G256-C01,SBV2-ALL92-G256,supported,policy_simulation,"The paper says the benchmark indicates large speedup potential relative to online LLM inference, with throughput depending on hardware details.","While absolute throughput depends on hardware and implementation details, this benchmark highlights the potential for large speedups relative to online LLM inference in typical settings.",low,too_template_like,1,2,template_sim=0.86,keep
SBV2-ALL92-G256-C02,SBV2-ALL92-G256,mild_scope_overclaim,policy_simulation,"The paper says the benchmark indicates large speedup potential relative to online LLM inference, with throughput depending on hardware and routing details.","While absolute throughput depends on hardware and implementation details, this benchmark highlights the potential for large speedups relative to online LLM inference in typical settings.",low,too_template_like,1,2,template_sim=0.84,keep
SBV2-ALL92-G256-C03,SBV2-ALL92-G256,strong_action_overclaim,policy_simulation,The paper says the benchmark indicates large speedup potential relative to online LLM inference and confirms stable throughput for production studies.,"While absolute throughput depends on hardware and implementation details, this benchmark highlights the potential for large speedups relative to online LLM inference in typical settings.",medium,too_template_like|strong_action_too_forced,2,3,"template_sim=0.70; strong_forced=production,cues_absent_in_evidence",review
SBV2-ALL92-G256-C04,SBV2-ALL92-G256,contradiction_candidate,policy_simulation,"The paper says the benchmark indicates little speedup potential relative to online LLM inference, with throughput depending on hardware details.","While absolute throughput depends on hardware and implementation details, this benchmark highlights the potential for large speedups relative to online LLM inference in typical settings.",medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.81; contra_mech=high_sim_to_supported=0.88,review
SBV2-ALL92-G257-C01,SBV2-ALL92-G257,supported,policy_simulation,"The paper says MobileCity gains efficiency at scale partly by disabling LLM modules, trading behavioral fidelity for simulation speed.","GATSim [26] and MobileCity [43] target larger-scale mobility simula- tion; MobileCity achieves efficiency partly by dis- abling LLM modules at scale, trading behavioral fi- delity for speed.",low,too_template_like,1,2,template_sim=0.78,keep
SBV2-ALL92-G257-C02,SBV2-ALL92-G257,mild_scope_overclaim,policy_simulation,"The paper says MobileCity gains efficiency at scale partly by disabling LLM modules and planner modules, trading behavioral fidelity for speed.","GATSim [26] and MobileCity [43] target larger-scale mobility simula- tion; MobileCity achieves efficiency partly by dis- abling LLM modules at scale, trading behavioral fi- delity for speed.",low,too_template_like,1,2,template_sim=0.76,keep
SBV2-ALL92-G257-C03,SBV2-ALL92-G257,strong_action_overclaim,policy_simulation,"The paper says MobileCity gains efficiency at scale by removing LLM reasoning and behavior modules, trading broad behavioral fidelity for speed.","GATSim [26] and MobileCity [43] target larger-scale mobility simula- tion; MobileCity achieves efficiency partly by dis- abling LLM modules at scale, trading behavioral fi- delity for speed.",low,too_template_like,1,2,template_sim=0.69,keep
SBV2-ALL92-G257-C04,SBV2-ALL92-G257,contradiction_candidate,policy_simulation,The paper says MobileCity gains efficiency at scale while retaining LLM modules and behavioral fidelity during simulation runs.,"GATSim [26] and MobileCity [43] target larger-scale mobility simula- tion; MobileCity achieves efficiency partly by dis- abling LLM modules at scale, trading behavioral fi- delity for speed.",low,too_template_like,1,2,template_sim=0.66,keep
SBV2-ALL92-G259-C01,SBV2-ALL92-G259,supported,policy_simulation,The paper reports a 20.7% improvement in macro averaged prediction error over gradient boosting baselines for six behavioral categories.,"On a held out test period, our calibrated digi- tal twin achieves a 20.7% improvement in macro averaged prediction error over gradient boosting baselines across six behavioral categories.",low,too_template_like,1,2,template_sim=0.91,keep
SBV2-ALL92-G259-C02,SBV2-ALL92-G259,mild_scope_overclaim,policy_simulation,The paper reports a 20.7% improvement in macro averaged prediction error over gradient boosting baselines for eight behavioral categories.,"On a held out test period, our calibrated digi- tal twin achieves a 20.7% improvement in macro averaged prediction error over gradient boosting baselines across six behavioral categories.",medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.85; boundary=high_mild_strong_sim=0.80,review
SBV2-ALL92-G259-C03,SBV2-ALL92-G259,strong_action_overclaim,policy_simulation,The paper reports a 20.7% improvement in macro averaged prediction error over neural and gradient boosting baselines for six behavioral categories.,"On a held out test period, our calibrated digi- tal twin achieves a 20.7% improvement in macro averaged prediction error over gradient boosting baselines across six behavioral categories.",medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.88; boundary=high_mild_strong_sim=0.80,review
SBV2-ALL92-G259-C04,SBV2-ALL92-G259,contradiction_candidate,policy_simulation,The paper reports a 20.7% increase in macro averaged prediction error over gradient boosting baselines for six behavioral categories.,"On a held out test period, our calibrated digi- tal twin achieves a 20.7% improvement in macro averaged prediction error over gradient boosting baselines across six behavioral categories.",medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.85; contra_mech=high_sim_to_supported=0.86,review
SBV2-ALL92-G261-C01,SBV2-ALL92-G261,supported,policy_simulation,The paper says a calibration layer maps aggregated agent responses to observable population metrics for validation and counterfactual intervention analysis.,"A calibration layer maps aggregated agent responses to observable population level metrics, enabling validation against real world data and deployment for counterfactual policy analysis.",low,too_template_like,1,2,template_sim=0.79,keep
SBV2-ALL92-G261-C02,SBV2-ALL92-G261,mild_scope_overclaim,policy_simulation,The paper says a calibration layer maps aggregated agent responses and subgroup narratives to observable population metrics for counterfactual intervention analysis.,"A calibration layer maps aggregated agent responses to observable population level metrics, enabling validation against real world data and deployment for counterfactual policy analysis.",low,too_template_like,1,2,template_sim=0.77,keep
SBV2-ALL92-G261-C03,SBV2-ALL92-G261,strong_action_overclaim,policy_simulation,The paper says a calibration layer maps individual conversations and aggregated responses to observable population metrics for counterfactual intervention analysis.,"A calibration layer maps aggregated agent responses to observable population level metrics, enabling validation against real world data and deployment for counterfactual policy analysis.",low,too_template_like,1,2,template_sim=0.74,keep
SBV2-ALL92-G261-C04,SBV2-ALL92-G261,contradiction_candidate,policy_simulation,The paper says a calibration layer maps observable population metrics into agent responses rather than mapping responses to metrics.,"A calibration layer maps aggregated agent responses to observable population level metrics, enabling validation against real world data and deployment for counterfactual policy analysis.",low,too_template_like,1,2,template_sim=0.64,keep
SBV2-ALL92-G264-C01,SBV2-ALL92-G264,supported,policy_simulation,Existing mobility simulation platforms struggle to integrate advanced mobility models and provide limited dynamic behavior adaptation from environmental feedback.,"Despite their capabilities, existing plat- forms have significant limitations—most cannot effectively integrate with advanced mobility modeling algorithms like machine learning or LLMs, and typically lack mechanisms for dynamic behavior adaptation and true behaviorial intel- ligence in response to environmental feedback.",low,too_template_like,1,2,template_sim=0.85,keep
SBV2-ALL92-G264-C02,SBV2-ALL92-G264,mild_scope_overclaim,policy_simulation,Existing mobility simulation platforms struggle to integrate advanced mobility models and provide limited dynamic behavior adaptation from weather feedback.,"Despite their capabilities, existing plat- forms have significant limitations—most cannot effectively integrate with advanced mobility modeling algorithms like machine learning or LLMs, and typically lack mechanisms for dynamic behavior adaptation and true behaviorial intel- ligence in response to environmental feedback.",medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.83; boundary=high_mild_strong_sim=0.76,review
SBV2-ALL92-G264-C03,SBV2-ALL92-G264,strong_action_overclaim,policy_simulation,Existing mobility simulation platforms struggle to integrate advanced mobility models and provide limited dynamic behavior adaptation for urban management.,"Despite their capabilities, existing plat- forms have significant limitations—most cannot effectively integrate with advanced mobility modeling algorithms like machine learning or LLMs, and typically lack mechanisms for dynamic behavior adaptation and true behaviorial intel- ligence in response to environmental feedback.",medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.78; boundary=high_mild_strong_sim=0.76,review
